datetime,open,high,low,close,volume
2024-01-04 10:40:00,17024,17027,17015,17018,361
2024-01-04 10:45:00,17019,17023,17016,17020,415
2024-01-04 10:50:00,17022,17026,17014,17018,413
2024-01-04 10:55:00,17016,17029,17004,17016,735
2024-01-04 11:00:00,17015,17021,17013,17019,1043
2024-01-04 11:05:00,17017,17025,17009,17016,1295
2024-01-04 11:10:00,17015,17022,17011,17018,931
2024-01-04 11:15:00,17016,17035,17002,17021,370
2024-01-04 11:20:00,17019,17025,17012,17018,272
2024-01-04 11:25:00,17021,17044,16999,17021,213
2024-01-04 11:30:00,17019,17025,17016,17021,238
2024-01-04 11:35:00,17022,17031,17011,17020,305
2024-01-04 11:40:00,17019,17025,17013,17019,306
2024-01-04 11:45:00,17022,17025,17020,17023,1411
2024-01-04 11:50:00,17026,17041,17012,17027,644
2024-01-04 11:55:00,17028,17038,17018,17027,326
2024-01-04 12:00:00,17028,17028,17026,17027,1064
2024-01-04 12:05:00,17026,17037,17015,17026,460
2024-01-04 12:10:00,17024,17029,17024,17028,520
2024-01-04 12:15:00,17032,17040,17028,17035,904
2024-01-04 12:20:00,17034,17043,17021,17031,318
2024-01-04 12:25:00,17032,17039,17026,17034,594
2024-01-04 12:30:00,17036,17041,17032,17036,1539
2024-01-04 12:35:00,17035,17045,17024,17033,278
2024-01-04 12:40:00,17035,17046,17020,17031,264
2024-01-04 12:45:00,17032,17048,17015,17031,397
2024-01-04 12:50:00,17034,17046,17018,17029,1006
2024-01-04 12:55:00,17028,17031,17025,17028,1990
2024-01-04 13:00:00,17025,17033,17020,17028,503
2024-01-04 13:05:00,17027,17032,17021,17026,888
2024-01-04 13:10:00,17027,17032,17022,17027,448
2024-01-04 13:15:00,17027,17027,17021,17021,472
2024-01-04 13:20:00,17021,17025,17016,17020,2036
2024-01-04 13:25:00,17017,17041,17001,17025,783
2024-01-04 13:30:00,17026,17029,17022,17025,864
2024-01-04 13:35:00,17029,17035,17016,17022,371
2024-01-04 13:40:00,17023,17032,17012,17021,375
2024-01-05 08:45:00,17022,17028,17012,17019,613
2024-01-05 08:50:00,17020,17030,17013,17024,258
2024-01-05 08:55:00,17024,17030,17019,17025,1084
2024-01-05 09:00:00,17027,17038,17013,17024,590
2024-01-05 09:05:00,17025,17028,17020,17024,365
2024-01-05 09:10:00,17023,17034,17011,17022,232
2024-01-05 09:15:00,17020,17035,17008,17023,2332
2024-01-05 09:20:00,17023,17027,17022,17027,431
2024-01-05 09:25:00,17027,17029,17024,17025,719
2024-01-05 09:30:00,17025,17039,17012,17026,853
2024-01-05 09:35:00,17027,17037,17015,17025,786
2024-01-05 09:40:00,17026,17029,17020,17023,364
2024-01-05 09:45:00,17025,17032,17013,17020,214
2024-01-05 09:50:00,17023,17036,17007,17020,514
2024-01-05 09:55:00,17020,17043,17003,17026,810
2024-01-05 10:00:00,17023,17035,17013,17025,231
2024-01-05 10:05:00,17024,17036,17014,17026,780
2024-01-05 10:10:00,17026,17048,17008,17030,810
2024-01-05 10:15:00,17027,17037,17019,17029,585
2024-01-05 10:20:00,17032,17043,17022,17032,705
2024-01-05 10:25:00,17033,17064,17005,17036,739
2024-01-05 10:30:00,17037,17043,17027,17033,285
2024-01-05 10:35:00,17036,17040,17030,17034,709
2024-01-05 10:40:00,17032,17037,17030,17035,292
2024-01-05 10:45:00,17036,17045,17025,17034,906
2024-01-05 10:50:00,17034,17045,17025,17036,207
2024-01-05 10:55:00,17035,17038,17030,17033,256
2024-01-05 11:00:00,17031,17038,17029,17035,236
2024-01-05 11:05:00,17039,17043,17029,17034,542
2024-01-05 11:10:00,17033,17052,17015,17035,1221
2024-01-05 11:15:00,17036,17038,17033,17035,293
2024-01-05 11:20:00,17032,17052,17021,17041,215
2024-01-05 11:25:00,17044,17050,17038,17044,758
2024-01-05 11:30:00,17046,17051,17042,17048,641
2024-01-05 11:35:00,17048,17056,17041,17049,240
2024-01-05 11:40:00,17049,17052,17041,17045,389
2024-01-05 11:45:00,17046,17048,17036,17039,1240
2024-01-05 11:50:00,17043,17050,17033,17040,484
2024-01-05 11:55:00,17037,17059,17019,17041,507
2024-01-05 12:00:00,17043,17053,17028,17038,231
2024-01-05 12:05:00,17036,17054,17020,17037,536
2024-01-05 12:10:00,17037,17044,17030,17037,616
2024-01-05 12:15:00,17037,17045,17028,17036,515
2024-01-05 12:20:00,17035,17040,17033,17037,1035
2024-01-05 12:25:00,17037,17041,17031,17035,1039
2024-01-05 12:30:00,17032,17038,17026,17032,1200
2024-01-05 12:35:00,17034,17053,17015,17034,1501
2024-01-05 12:40:00,17030,17037,17028,17035,263
2024-01-05 12:45:00,17036,17045,17024,17032,241
2024-01-05 12:50:00,17032,17036,17025,17030,535
2024-01-05 12:55:00,17027,17033,17020,17026,804
2024-01-05 13:00:00,17026,17027,17026,17027,565
2024-01-05 13:05:00,17024,17030,17021,17027,568
2024-01-05 13:10:00,17027,17039,17015,17027,204
2024-01-05 13:15:00,17024,17055,16998,17029,200
2024-01-05 13:20:00,17030,17038,17019,17027,1325
2024-01-05 13:25:00,17025,17031,17015,17021,1519
2024-01-05 13:30:00,17020,17024,17019,17024,296
2024-01-05 13:35:00,17024,17040,17008,17024,1020
2024-01-05 13:40:00,17022,17039,17008,17025,251
2024-01-08 08:45:00,17025,17033,17021,17029,220
2024-01-08 08:50:00,17026,17031,17022,17027,2907
2024-01-08 08:55:00,17028,17042,17013,17026,251
2024-01-08 09:00:00,17030,17030,17021,17022,1077
2024-01-08 09:05:00,17028,17038,17008,17019,1049
2024-01-08 09:10:00,17019,17024,17017,17022,1695
2024-01-08 09:15:00,17023,17031,17019,17026,282
2024-01-08 09:20:00,17022,17025,17021,17024,1081
2024-01-08 09:25:00,17027,17034,17019,17026,520
2024-01-08 09:30:00,17027,17032,17020,17025,317
2024-01-08 09:35:00,17024,17031,17013,17020,1686
2024-01-08 09:40:00,17023,17026,17023,17026,474
2024-01-08 09:45:00,17026,17045,17008,17027,294
2024-01-08 09:50:00,17026,17037,17015,17025,314
2024-01-08 09:55:00,17026,17031,17018,17023,303
2024-01-08 10:00:00,17020,17033,17007,17020,620
2024-01-08 10:05:00,17022,17023,17020,17020,1318
2024-01-08 10:10:00,17018,17031,17005,17017,750
2024-01-08 10:15:00,17015,17028,17006,17019,498
2024-01-08 10:20:00,17017,17022,17012,17017,1182
2024-01-08 10:25:00,17018,17021,17016,17019,952
2024-01-08 10:30:00,17018,17027,17010,17020,206
2024-01-08 10:35:00,17017,17028,17010,17021,322
2024-01-08 10:40:00,17020,17026,17009,17015,202
2024-01-08 10:45:00,17015,17020,17009,17014,547
2024-01-08 10:50:00,17012,17019,17004,17012,724
2024-01-08 10:55:00,17009,17014,17003,17007,243
2024-01-08 11:00:00,17011,17012,17002,17003,730
2024-01-08 11:05:00,17001,17015,16989,17003,278
2024-01-08 11:10:00,17002,17007,16996,17001,336
2024-01-08 11:15:00,17000,17006,16995,17000,328
2024-01-08 11:20:00,16999,17014,16982,16997,488
2024-01-08 11:25:00,16998,17012,16988,17002,947
2024-01-08 11:30:00,17003,17009,16992,16998,225
2024-01-08 11:35:00,16997,17001,16994,16997,1251
2024-01-08 11:40:00,16995,16996,16994,16996,636
2024-01-08 11:45:00,16998,17000,16993,16995,2367
2024-01-08 11:50:00,16995,16999,16993,16997,432
2024-01-08 11:55:00,17000,17008,16987,16995,376
2024-01-08 12:00:00,16991,17001,16984,16994,1829
2024-01-08 12:05:00,16994,17004,16983,16992,631
2024-01-08 12:10:00,16996,17017,16979,17000,300
2024-01-08 12:15:00,16999,17003,16995,16999,277
2024-01-08 12:20:00,16999,17010,16987,16998,426
2024-01-08 12:25:00,16999,17002,16991,16994,269
2024-01-08 12:30:00,16993,17008,16976,16991,416
2024-01-08 12:35:00,16991,17000,16988,16997,249
2024-01-08 12:40:00,16997,17000,16994,16997,399
2024-01-08 12:45:00,16996,16996,16989,16989,1245
2024-01-08 12:50:00,16992,16998,16986,16992,1171
2024-01-08 12:55:00,16993,17006,16983,16996,239
2024-01-08 13:00:00,16996,16999,16992,16994,933
2024-01-08 13:05:00,16996,17003,16996,17003,1836
2024-01-08 13:10:00,17002,17008,16999,17004,812
2024-01-08 13:15:00,17002,17005,16998,17001,914
2024-01-08 13:20:00,16999,17007,16991,16998,1071
2024-01-08 13:25:00,16998,16998,16996,16996,1128
2024-01-08 13:30:00,16994,17008,16983,16998,218
2024-01-08 13:35:00,16997,17006,16986,16996,1571
2024-01-08 13:40:00,16995,17010,16977,16992,280
2024-01-08 08:45:00,16996,17003,16987,16993,1084
2024-01-08 08:50:00,16988,16994,16984,16990,717
2024-01-08 08:55:00,16990,17000,16986,16996,427
2024-01-08 09:00:00,16999,17004,16999,17004,574
2024-01-08 09:05:00,17004,17025,16977,16998,1506
2024-01-08 09:10:00,17000,17010,16994,17003,978
2024-01-08 09:15:00,17004,17005,17002,17003,577
2024-01-08 09:20:00,17002,17013,16988,16999,487
2024-01-08 09:25:00,16995,17005,16991,17001,604
2024-01-08 09:30:00,17001,17008,16997,17004,327
2024-01-08 09:35:00,17002,17016,16991,17005,674
2024-01-08 09:40:00,17003,17019,16991,17007,684
2024-01-08 09:45:00,17006,17020,16999,17013,1940
2024-01-08 09:50:00,17017,17035,16994,17012,252
2024-01-08 09:55:00,17017,17021,17007,17011,439
2024-01-08 10:00:00,17011,17022,17004,17015,220
2024-01-08 10:05:00,17014,17030,17006,17021,595
2024-01-08 10:10:00,17019,17031,17007,17019,491
2024-01-08 10:15:00,17020,17028,17003,17011,732
2024-01-08 10:20:00,17015,17026,17001,17012,476
2024-01-08 10:25:00,17012,17022,16995,17006,278
2024-01-08 10:30:00,17001,17017,16997,17013,455
2024-01-08 10:35:00,17014,17024,16997,17006,1322
2024-01-08 10:40:00,17008,17036,16977,17005,1767
2024-01-08 10:45:00,17002,17005,17000,17003,1288
2024-01-08 10:50:00,17004,17007,17003,17006,1975
2024-01-08 10:55:00,17007,17024,16996,17012,432
2024-01-08 11:00:00,17012,17023,16996,17007,260
2024-01-08 11:05:00,17006,17013,17001,17009,874
2024-01-08 11:10:00,17011,17017,17002,17009,220
2024-01-08 11:15:00,17008,17015,17001,17008,2314
2024-01-08 11:20:00,17005,17017,16993,17005,1381
2024-01-08 11:25:00,17001,17012,16991,17003,639
2024-01-08 11:30:00,17005,17008,17000,17003,2707
2024-01-08 11:35:00,17004,17012,17002,17010,245
2024-01-08 11:40:00,17010,17016,17007,17013,571
2024-01-08 11:45:00,17012,17022,16995,17004,1431
2024-01-08 11:50:00,17003,17006,17000,17002,465
2024-01-08 11:55:00,17000,17001,16998,16998,238
2024-01-08 12:00:00,16997,17010,16993,17006,1101
2024-01-08 12:05:00,17001,17013,17001,17012,317
2024-01-08 12:10:00,17011,17018,17000,17007,885
2024-01-08 12:15:00,17007,17013,17003,17009,323
2024-01-08 12:20:00,17010,17014,17009,17012,447
2024-01-08 12:25:00,17012,17015,17007,17010,926
2024-01-08 12:30:00,17012,17031,16994,17013,500
2024-01-08 12:35:00,17015,17024,17009,17018,890
2024-01-08 12:40:00,17020,17025,17015,17020,515
2024-01-08 12:45:00,17021,17022,17019,17019,1282
2024-01-08 12:50:00,17019,17025,17008,17013,697
2024-01-08 12:55:00,17011,17015,17010,17013,1560
2024-01-08 13:00:00,17014,17021,17011,17018,331
2024-01-08 13:05:00,17021,17023,17008,17010,450
2024-01-08 13:10:00,17011,17013,17011,17013,518
2024-01-08 13:15:00,17016,17032,17005,17021,1764
2024-01-08 13:20:00,17018,17041,17005,17028,1622
2024-01-08 13:25:00,17026,17030,17023,17027,1247
2024-01-08 13:30:00,17029,17029,17029,17029,413
2024-01-08 13:35:00,17030,17048,17016,17035,455
2024-01-08 13:40:00,17037,17047,17026,17035,500
2024-01-08 08:45:00,17035,17039,17031,17035,570
2024-01-08 08:50:00,17033,17047,17013,17026,281
2024-01-08 08:55:00,17026,17030,17025,17029,672
2024-01-08 09:00:00,17026,17033,17022,17029,398
2024-01-08 09:05:00,17026,17034,17023,17030,399
2024-01-08 09:10:00,17032,17043,17015,17026,367
2024-01-08 09:15:00,17028,17031,17018,17021,469
2024-01-08 09:20:00,17022,17025,17010,17013,657
2024-01-08 09:25:00,17009,17035,16990,17016,618
2024-01-08 09:30:00,17015,17033,17003,17021,267
2024-01-08 09:35:00,17018,17036,17009,17027,915
2024-01-08 09:40:00,17029,17033,17015,17019,461
2024-01-08 09:45:00,17018,17025,17012,17019,545
2024-01-08 09:50:00,17017,17036,16997,17016,221
2024-01-08 09:55:00,17016,17020,17008,17012,839
2024-01-08 10:00:00,17011,17011,17004,17005,1079
2024-01-08 10:05:00,17008,17014,16991,16997,500
2024-01-08 10:10:00,16996,17005,16994,17002,465
2024-01-08 10:15:00,16999,17018,16996,17015,301
2024-01-08 10:20:00,17011,17017,17010,17016,1156
2024-01-08 10:25:00,17016,17025,17010,17019,409
2024-01-08 10:30:00,17018,17030,17008,17019,324
2024-01-08 10:35:00,17017,17021,17016,17020,528
2024-01-08 10:40:00,17023,17023,17017,17017,471
2024-01-08 10:45:00,17019,17031,17013,17026,955
2024-01-08 10:50:00,17026,17038,17023,17035,246
2024-01-08 10:55:00,17038,17049,17021,17032,861
2024-01-08 11:00:00,17034,17045,17027,17038,1100
2024-01-08 11:05:00,17036,17061,17004,17030,1574
2024-01-08 11:10:00,17028,17032,17025,17028,358
2024-01-08 11:15:00,17030,17033,17028,17031,930
2024-01-08 11:20:00,17032,17036,17021,17025,698
2024-01-08 11:25:00,17025,17033,17021,17028,560
2024-01-08 11:30:00,17026,17041,17019,17034,1120
2024-01-08 11:35:00,17035,17050,17021,17036,765
2024-01-08 11:40:00,17035,17038,17025,17028,1282
2024-01-08 11:45:00,17028,17046,17011,17029,345
2024-01-08 11:50:00,17032,17044,17011,17023,539
2024-01-08 11:55:00,17022,17033,17017,17028,1300
2024-01-08 12:00:00,17024,17042,17013,17031,1297
2024-01-08 12:05:00,17029,17044,17016,17031,512
2024-01-08 12:10:00,17033,17052,17010,17029,361
2024-01-08 12:15:00,17029,17031,17025,17027,733
2024-01-08 12:20:00,17026,17032,17019,17025,792
2024-01-08 12:25:00,17024,17029,17018,17023,661
2024-01-08 12:30:00,17024,17029,17014,17019,462
2024-01-08 12:35:00,17017,17025,17009,17017,800
2024-01-08 12:40:00,17017,17023,17013,17018,931
2024-01-08 12:45:00,17017,17037,16992,17012,909
2024-01-08 12:50:00,17010,17028,16999,17016,403
2024-01-08 12:55:00,17015,17026,17010,17021,1265
2024-01-08 13:00:00,17021,17038,17010,17028,595
2024-01-08 13:05:00,17028,17031,17023,17027,323
2024-01-08 13:10:00,17028,17053,17008,17034,797
2024-01-08 13:15:00,17026,17038,17020,17032,522
2024-01-08 13:20:00,17030,17035,17026,17030,776
2024-01-08 13:25:00,17030,17038,17017,17025,322
2024-01-08 13:30:00,17028,17034,17016,17021,583
2024-01-08 13:35:00,17019,17032,17009,17022,273
2024-01-08 13:40:00,17023,17033,17008,17019,602
2024-01-09 08:45:00,17022,17023,17017,17018,723
2024-01-09 08:50:00,17015,17021,17015,17021,1242
2024-01-09 08:55:00,17022,17044,17000,17022,257
2024-01-09 09:00:00,17021,17029,17016,17025,218
2024-01-09 09:05:00,17024,17040,17019,17036,302
2024-01-09 09:10:00,17034,17039,17028,17033,1229
2024-01-09 09:15:00,17031,17044,17017,17030,571
2024-01-09 09:20:00,17036,17037,17033,17035,292
2024-01-09 09:25:00,17037,17039,17031,17033,411
2024-01-09 09:30:00,17035,17045,17025,17035,305
2024-01-09 09:35:00,17036,17041,17032,17037,1022
2024-01-09 09:40:00,17034,17044,17021,17031,380
2024-01-09 09:45:00,17032,17044,17027,17039,270
2024-01-09 09:50:00,17041,17053,17026,17037,716
2024-01-09 09:55:00,17036,17043,17031,17039,2801
2024-01-09 10:00:00,17041,17048,17040,17048,626
2024-01-09 10:05:00,17049,17052,17041,17044,1427
2024-01-09 10:10:00,17048,17076,17012,17040,519
2024-01-09 10:15:00,17039,17052,17036,17048,356
2024-01-09 10:20:00,17045,17049,17044,17048,227
2024-01-09 10:25:00,17048,17059,17042,17053,599
2024-01-09 10:30:00,17056,17059,17049,17052,272
2024-01-09 10:35:00,17049,17073,17031,17056,1548
2024-01-09 10:40:00,17052,17074,17042,17064,250
2024-01-09 10:45:00,17064,17078,17048,17063,418
2024-01-09 10:50:00,17062,17070,17059,17067,1156
2024-01-09 10:55:00,17067,17071,17066,17070,633
2024-01-09 11:00:00,17072,17082,17065,17075,1547
2024-01-09 11:05:00,17074,17078,17073,17078,1942
2024-01-09 11:10:00,17074,17082,17070,17078,209
2024-01-09 11:15:00,17082,17100,17058,17076,231
2024-01-09 11:20:00,17074,17082,17066,17074,650
2024-01-09 11:25:00,17072,17082,17070,17079,1019
2024-01-09 11:30:00,17081,17090,17071,17079,484
2024-01-09 11:35:00,17079,17083,17077,17081,505
2024-01-09 11:40:00,17081,17098,17073,17090,2578
2024-01-09 11:45:00,17091,17092,17089,17090,339
2024-01-09 11:50:00,17092,17097,17091,17096,585
2024-01-09 11:55:00,17095,17110,17083,17097,489
2024-01-09 12:00:00,17100,17101,17097,17098,670
2024-01-09 12:05:00,17094,17112,17080,17098,843
2024-01-09 12:10:00,17100,17100,17095,17095,1277
2024-01-09 12:15:00,17093,17097,17089,17093,208
2024-01-09 12:20:00,17095,17102,17081,17088,417
2024-01-09 12:25:00,17088,17090,17086,17089,506
2024-01-09 12:30:00,17087,17090,17086,17089,560
2024-01-09 12:35:00,17090,17105,17080,17095,1103
2024-01-09 12:40:00,17097,17105,17079,17087,208
2024-01-09 12:45:00,17088,17096,17077,17085,526
2024-01-09 12:50:00,17083,17100,17070,17087,945
2024-01-09 12:55:00,17086,17105,17066,17085,873
2024-01-09 13:00:00,17085,17095,17077,17087,1502
2024-01-09 13:05:00,17087,17088,17087,17087,504
2024-01-09 13:10:00,17089,17101,17072,17085,760
2024-01-09 13:15:00,17081,17094,17068,17081,318
2024-01-09 13:20:00,17082,17087,17077,17082,303
2024-01-09 13:25:00,17082,17090,17074,17083,460
2024-01-09 13:30:00,17081,17103,17066,17087,1080
2024-01-09 13:35:00,17086,17095,17081,17091,757
2024-01-09 13:40:00,17090,17095,17087,17092,336
2024-01-10 08:45:00,17085,17127,17051,17094,645
2024-01-10 08:50:00,17092,17115,17075,17098,425
2024-01-10 08:55:00,17096,17118,17078,17100,208
2024-01-10 09:00:00,17101,17123,17083,17105,200
2024-01-10 09:05:00,17103,17112,17101,17110,384
2024-01-10 09:10:00,17109,17116,17099,17105,270
2024-01-10 09:15:00,17108,17122,17090,17103,554
2024-01-10 09:20:00,17105,17114,17093,17102,1014
2024-01-10 09:25:00,17103,17116,17082,17095,500
2024-01-10 09:30:00,17094,17107,17075,17088,479
2024-01-10 09:35:00,17089,17090,17088,17089,804
2024-01-10 09:40:00,17089,17108,17071,17091,913
2024-01-10 09:45:00,17090,17104,17076,17090,296
2024-01-10 09:50:00,17091,17101,17076,17087,422
2024-01-10 09:55:00,17085,17096,17079,17090,330
2024-01-10 10:00:00,17093,17105,17078,17090,972
2024-01-10 10:05:00,17089,17093,17080,17084,426
2024-01-10 10:10:00,17085,17085,17081,17082,454
2024-01-10 10:15:00,17084,17086,17079,17080,1102
2024-01-10 10:20:00,17082,17091,17074,17083,309
2024-01-10 10:25:00,17080,17092,17072,17084,515
2024-01-10 10:30:00,17085,17087,17085,17087,775
2024-01-10 10:35:00,17089,17099,17075,17085,643
2024-01-10 10:40:00,17087,17092,17082,17087,628
2024-01-10 10:45:00,17085,17096,17078,17089,265
2024-01-10 10:50:00,17088,17098,17078,17088,221
2024-01-10 10:55:00,17090,17098,17081,17089,763
2024-01-10 11:00:00,17087,17097,17079,17088,472
2024-01-10 11:05:00,17087,17091,17085,17089,307
2024-01-10 11:10:00,17093,17109,17071,17088,870
2024-01-10 11:15:00,17088,17100,17076,17089,944
2024-01-10 11:20:00,17087,17090,17084,17087,1536
2024-01-10 11:25:00,17085,17093,17085,17093,779
